ID,Institución,Trámite,URL,URL Catálogo
3445,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Solicitud de licencia sanitaria de farmacia / farmacia con recetario: renovación -DRCPFA-,https://medicamentos.mspas.gob.gt,https://tramites.gob.gt/servicio/3445/
3446,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Solicitud de licencia sanitaria de farmacia y droguería: renovación -DRCPFA-,https://medicamentos.mspas.gob.gt,https://tramites.gob.gt/servicio/3446/
3447,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Solicitud de licencia sanitaria de venta de medicina: renovación -DRCPFA-,https://medicamentos.mspas.gob.gt,https://tramites.gob.gt/servicio/3447/
3448,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Solicitud de licencia sanitaria de venta de productos naturistas: renovación -DRCPFA-,https://medicamentos.mspas.gob.gt,https://tramites.gob.gt/servicio/3448/
3449,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Solicitud de licencia sanitaria de controladora de plagas: renovación -DRCPFA-,https://medicamentos.mspas.gob.gt,https://tramites.gob.gt/servicio/3449/
3450,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Solicitud de licencia sanitaria de salón de belleza: renovación -DRCPFA-,https://medicamentos.mspas.gob.gt,https://tramites.gob.gt/servicio/3450/
3451,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Solicitud de licencia sanitaria de depósito dental: renovación -DRCPFA-,https://medicamentos.mspas.gob.gt,https://tramites.gob.gt/servicio/3451/
3452,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Solicitud de modificación del nombre comercial -DRCPFA-,https://medicamentos.mspas.gob.gt,https://tramites.gob.gt/servicio/3452/
3453,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Solicitud de modificación de la nomenclatura de dirección comercial -DRCPFA-,https://medicamentos.mspas.gob.gt,https://tramites.gob.gt/servicio/3453/
3454,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Solicitud de modificación de la categoría del establecimiento -DRCPFA-,https://medicamentos.mspas.gob.gt,https://tramites.gob.gt/servicio/3454/
3455,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Solicitud de modificación del propietario de establecimiento -DRCPFA-,https://medicamentos.mspas.gob.gt,https://tramites.gob.gt/servicio/3455/
3456,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Solicitud de modificación de representante legal de establecimiento -DRCPFA-,https://medicamentos.mspas.gob.gt,https://tramites.gob.gt/servicio/3456/
3457,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Solicitud de modificación de director o responsable técnico de establecimiento -DRCPFA-,https://medicamentos.mspas.gob.gt,https://tramites.gob.gt/servicio/3457/
3458,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Solicitud de ampliación de dirección comercial de establecimiento -DRCPFA-,https://medicamentos.mspas.gob.gt,https://tramites.gob.gt/servicio/3458/
3459,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Solicitud de ampliación de categoría de fabricación de establecimiento -DRCPFA-,https://medicamentos.mspas.gob.gt,https://tramites.gob.gt/servicio/3459/
3460,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Solicitud de ampliación de categoría del establecimiento -DRCPFA-,https://medicamentos.mspas.gob.gt,https://tramites.gob.gt/servicio/3460/
3461,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Solicitud de notificación de cierre definitivo de establecimiento -DRCPFA-,https://medicamentos.mspas.gob.gt,https://tramites.gob.gt/servicio/3461/
3462,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Solicitud de notificación de cierre temporal de establecimiento -DRCPFA-,https://medicamentos.mspas.gob.gt,https://tramites.gob.gt/servicio/3462/
3463,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Solicitud de notificación de renuncia de profesional o técnico responsable de establecimiento -DRCPFA-,https://medicamentos.mspas.gob.gt,https://tramites.gob.gt/servicio/3463/
3464,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Solicitud de notificación de reapertura por cierre temporal de establecimiento -DRCPFA-,https://medicamentos.mspas.gob.gt,https://tramites.gob.gt/servicio/3464/
3465,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Solicitud de notificación sustitución temporal de director técnico de establecimiento -DRCPFA-,https://medicamentos.mspas.gob.gt,https://tramites.gob.gt/servicio/3465/
3466,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Solicitud de reposición de licencia sanitaria de establecimiento -DRCPFA-,https://medicamentos.mspas.gob.gt,https://tramites.gob.gt/servicio/3466/
3467,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Solicitud de reposición de nombramiento de establecimiento -DRCPFA-,https://medicamentos.mspas.gob.gt,https://tramites.gob.gt/servicio/3467/
3468,Ministerio de Salud Pública y Asistencia Social -MSPAS-,"Autorización de Empresas que manejan Sicotrópicos, Estupefacientes, Precursores y Sustancias Químicas (Inscripción y Renovación) -DRCPFA-",https://medicamentos.mspas.gob.gt,https://tramites.gob.gt/servicio/3468/
3469,Ministerio de Salud Pública y Asistencia Social -MSPAS-,"Actualización de Empresas que manejan Sicotrópicos, Estupefacientes, Precursores y Sustancias Químicas -DRCPFA-",https://medicamentos.mspas.gob.gt,https://tramites.gob.gt/servicio/3469/
3470,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Solicitud de Certificaciones Varias Sicotrópicos -DRCPFA-,https://medicamentos.mspas.gob.gt,https://tramites.gob.gt/servicio/3470/
3471,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Consultas Técnicas de Usuarios Sicotrópicos -DRCPFA-,https://medicamentos.mspas.gob.gt,https://tramites.gob.gt/servicio/3471/
3472,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Emisión del Certificado de Exportación Sicotrópicos -DRCPFA-,https://medicamentos.mspas.gob.gt,https://tramites.gob.gt/servicio/3472/
3473,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Emisión del Certificado de Importación Sicotrópicos -DRCPFA-,https://medicamentos.mspas.gob.gt,https://tramites.gob.gt/servicio/3473/
3474,Ministerio de Salud Pública y Asistencia Social -MSPAS-,"Autorización de importación de Sicotrópicos, Estupefacientes, Precursores, Sustancias Químicas, vacunas y usuario final -DRCPFA-",https://medicamentos.mspas.gob.gt,https://tramites.gob.gt/servicio/3474/
3475,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Verificación de Destrucción de sustancias controladas (producto terminado y/o materia prima) -DRCPFA-,https://medicamentos.mspas.gob.gt,https://tramites.gob.gt/servicio/3475/
3476,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Autorización de compra de producto controlado para establecimientos de salud -DRCPFA-,https://medicamentos.mspas.gob.gt,https://tramites.gob.gt/servicio/3476/
3477,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Autorización de registro y cuotas de sicotrópicos y estupefacientes para establecimientos de salud y profesionales autorizados -DRCPFA-,https://medicamentos.mspas.gob.gt,https://tramites.gob.gt/servicio/3477/
3478,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Venta de Talonario de Recetas de Estupefacientes -DRCPFA-,https://medicamentos.mspas.gob.gt,https://tramites.gob.gt/servicio/3478/
3479,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Autorización de Receta de Producto Controlado -DRCPFA-,https://medicamentos.mspas.gob.gt,https://tramites.gob.gt/servicio/3479/
3480,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Registro y revalidación de sellos profesionales que manejan sicotrópicos y estupefacientes -DRCPFA-,https://medicamentos.mspas.gob.gt,https://tramites.gob.gt/servicio/3480/
3481,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Certificado de Libre Venta de Medicamentos -DRCPFA-,https://medicamentos.mspas.gob.gt/index.php/legislacion-vigente/normas-tecnicas,https://tramites.gob.gt/servicio/3481/
3482,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Registro Sanitario Modificaciones Post-registro (Actualizaciones) -DRCPFA-,https://medicamentos.mspas.gob.gt/,https://tramites.gob.gt/servicio/3482/
3483,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Registro Sanitario Modificaciones Post-registro Producto Natural Medicinal (Actualizaciones) -DRCPFA-,https://medicamentos.mspas.gob.gt,https://tramites.gob.gt/servicio/3483/
3484,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Registro Sanitario Modificaciones post-registro Reconocimiento Mutuo -DRCPFA-,https://medicamentos.mspas.gob.gt,https://tramites.gob.gt/servicio/3484/
3485,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Registro Sanitario Renovación con cambios -DRCPFA-,https://medicamentos.mspas.gob.gt,https://tramites.gob.gt/servicio/3485/
3486,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Registro Sanitario Renovación sin cambios -DRCPFA-,https://medicamentos.mspas.gob.gt,https://tramites.gob.gt/servicio/3486/
3487,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Registro Sanitario Renovación con cambios Reconocimiento Mutuo -DRCPFA-,https://medicamentos.mspas.gob.gt,https://tramites.gob.gt/servicio/3487/
3488,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Registro Sanitario Renovación sin cambios Reconocimiento Mutuo -DRCPFA-,https://medicamentos.mspas.gob.gt,https://tramites.gob.gt/servicio/3488/
3489,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Registro Sanitario Nuevo Especialidad Farmacéutica Multiorigen -DRCPFA-,https://medicamentos.mspas.gob.gt,https://tramites.gob.gt/servicio/3489/
3490,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Registro Sanitario Nuevo Especialidad Farmacéutica Innovador -DRCPFA-,https://medicamentos.mspas.gob.gt,https://tramites.gob.gt/servicio/3490/
3491,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Registro Sanitario Nuevo Tercero Autorizado -DRCPFA-,https://medicamentos.mspas.gob.gt,https://tramites.gob.gt/servicio/3491/
3492,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Registro Sanitario Nuevo Especialidad Farmacéutica Abreviado -DRCPFA-,https://medicamentos.mspas.gob.gt,https://tramites.gob.gt/servicio/3492/
3493,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Registro Sanitario Nuevo Producto Biotecnológico -DRCPFA-,https://medicamentos.mspas.gob.gt,https://tramites.gob.gt/servicio/3493/
3494,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Registro Sanitario Nuevo Producto Biológico -DRCPFA-,https://medicamentos.mspas.gob.gt,https://tramites.gob.gt/servicio/3494/
3495,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Registro Sanitario Nuevo Homologado -DRCPFA-,https://medicamentos.mspas.gob.gt,https://tramites.gob.gt/servicio/3495/
3496,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Registro Sanitario Nuevo Producto Natural Medicinal -DRCPFA-,https://medicamentos.mspas.gob.gt,https://tramites.gob.gt/servicio/3496/
3497,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Registro Sanitario Nuevo Suplemento Dietético -DRCPFA-,https://medicamentos.mspas.gob.gt,https://tramites.gob.gt/servicio/3497/
3498,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Registro Sanitario Nuevo Homeopático -DRCPFA-,https://medicamentos.mspas.gob.gt,https://tramites.gob.gt/servicio/3498/
3499,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Registro Sanitario Nuevo Producto Farmacéutico Oficinal -DRCPFA-,https://medicamentos.mspas.gob.gt,https://tramites.gob.gt/servicio/3499/
3500,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Registro Sanitario Nuevo Gas Medicinal -DRCPFA-,https://medicamentos.mspas.gob.gt,https://tramites.gob.gt/servicio/3500/
3501,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Registro Sanitario Nuevo Radiofármaco -DRCPFA-,https://medicamentos.mspas.gob.gt,https://tramites.gob.gt/servicio/3501/
3502,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Registro Sanitario Nuevo Reconocimiento Mutuo -DRCPFA-,https://medicamentos.mspas.gob.gt,https://tramites.gob.gt/servicio/3502/
3503,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Solicitud de Reconocimiento Mutuo (Nuevo y Renovación) de Productos Higiénicos -DRCPFA-,https://medicamentos.mspas.gob.gt,https://tramites.gob.gt/servicio/3503/
3504,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Solicitud de Reconocimiento Mutuo (Nuevo y Renovación) de Productos Higiénicos -DRCPFA-,https://medicamentos.mspas.gob.gt,https://tramites.gob.gt/servicio/3504/
3505,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Permiso de Importación de medicamentos no controlados -DRCPFA-,https://medicamentos.mspas.gob.gt/index.php/formularios/importaciones,https://tramites.gob.gt/servicio/3505/
3506,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Permiso de Importación de Donativos -DRCPFA-,https://medicamentos.mspas.gob.gt/index.php/formularios/importaciones,https://tramites.gob.gt/servicio/3506/
3507,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Permiso de Importación de muestras (con fines de registro o inscripción sanitarios) -DRCPFA-,https://medicamentos.mspas.gob.gt/index.php/formularios/importaciones,https://tramites.gob.gt/servicio/3507/
3508,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Permiso de Importación de medicamentos para ensayos clínicos -DRCPFA-,https://medicamentos.mspas.gob.gt/index.php/formularios/importaciones,https://tramites.gob.gt/servicio/3508/
3509,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Permiso de Importación de medicamentos de elevado interés terapéutico -DRCPFA-,https://medicamentos.mspas.gob.gt/index.php/formularios/importaciones,https://tramites.gob.gt/servicio/3509/
3510,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Permiso de Importación de materia prima no controlada -DRCPFA-,https://medicamentos.mspas.gob.gt/index.php/formularios/importaciones,https://tramites.gob.gt/servicio/3510/
3511,Ministerio de Salud Pública y Asistencia Social -MSPAS-,"Permiso de productos químicos (materia prima o producto terminado) que ingresan al DRCPFA, pero que no son regulados por esta dependencia",https://medicamentos.mspas.gob.gt/index.php/formularios/importaciones,https://tramites.gob.gt/servicio/3511/
3512,Gobernación Departamental de Chimaltenango,Solicitud de rifas,https://goberchimaltenango.gob.gt/rifas/,https://tramites.gob.gt/servicio/3512/
3513,"Ministerio de Comunicaciones, Infraestructura y Vivienda -MICIVI-","Solicitud de Inscripción, Renovación y Cancelación de Constancias de ETM y TSIM",https://rco.sit.gob.gt/login,https://tramites.gob.gt/servicio/3513/
3514,"Ministerio de Comunicaciones, Infraestructura y Vivienda -MICIVI-",Solicitud de número de 4 dígitos de la serie 17XX,https://sit.gob.gt/gerencia-de-telefonia/recursos-de-telefonia/numeracion/17xx/,https://tramites.gob.gt/servicio/3514/
3515,"Ministerio de Comunicaciones, Infraestructura y Vivienda -MICIVI-",Solicitud de Asignación y Actualización de Recursos de Numeración de Telefonía Móvil,https://sit.gob.gt/gerencia-de-telefonia/recursos-de-telefonia/numeracion/rangos-de-numeracion/,https://tramites.gob.gt/servicio/3515/
3516,"Ministerio de Comunicaciones, Infraestructura y Vivienda -MICIVI-",Solicitud de Asignación de Recursos de Numeración de Telefonía Fija,https://sit.gob.gt/gerencia-de-telefonia/recursos-de-telefonia/numeracion/rangos-de-numeracion/,https://tramites.gob.gt/servicio/3516/
3517,"Ministerio de Comunicaciones, Infraestructura y Vivienda -MICIVI-","Solicitud de Asignación, Renovación y Actualización de Códigos de Señalización Nacional (NSPC) e Internacional (ISPC)",https://sit.gob.gt/gerencia-de-telefonia/recursos-de-telefonia/senalizacion-nacional-e-internacional/,https://tramites.gob.gt/servicio/3517/
3518,"Ministerio de Comunicaciones, Infraestructura y Vivienda -MICIVI-",Solicitud de Asignación y Renovación de Numeración de Identidad Internacional de Abonado del Servicio Móvil (IMSI) y Título Global de Móvil Terrestre (TGM),https://sit.gob.gt/gerencia-de-telefonia/recursos-de-telefonia/numeracion/rangos-de-numeracion/,https://tramites.gob.gt/servicio/3518/
3519,"Ministerio de Comunicaciones, Infraestructura y Vivienda -MICIVI-",Solicitud de Inscripción o modificación de Operador de Red Comercial (ORC),https://sit.gob.gt/gerencia-de-telefonia/operadores/operadores-de-red-comercial/,https://tramites.gob.gt/servicio/3519/
3520,"Ministerio de Comunicaciones, Infraestructura y Vivienda -MICIVI-",Solicitud de Actualización de Operador de Red Comercial (ORC),https://sit.gob.gt/gerencia-de-telefonia/operadores/operadores-de-red-comercial/,https://tramites.gob.gt/servicio/3520/
3521,"Ministerio de Comunicaciones, Infraestructura y Vivienda -MICIVI-",Solicitud de Inscripción de Operador de Puerto Internacional (OPI),https://sit.gob.gt/gerencia-de-telefonia/operadores/operadores-de-red-comercial/,https://tramites.gob.gt/servicio/3521/
3522,"Ministerio de Comunicaciones, Infraestructura y Vivienda -MICIVI-",Solicitud de inscripción trimestral de Información de Presuscripción de Operador de Puerto Internacional (OPI),https://sit.gob.gt/gerencia-de-telefonia/operadores/operador-de-puerto-internacional/,https://tramites.gob.gt/servicio/3522/
3523,"Ministerio de Comunicaciones, Infraestructura y Vivienda -MICIVI-",Solicitud de inscripción trimestral de Información de Tráfico de Operador de Puerto Internacional (OPI),https://sit.gob.gt/gerencia-de-telefonia/operadores/operador-de-puerto-internacional/,https://tramites.gob.gt/servicio/3523/
3524,"Ministerio de Comunicaciones, Infraestructura y Vivienda -MICIVI-",Solicitud de Asignación de Código de Identificación de Estación de Barco,https://sit.gob.gt/gerencia-de-telefonia/recursos-de-telefonia/senalizacion-nacional-e-internacional/,https://tramites.gob.gt/servicio/3524/
3525,"Ministerio de Comunicaciones, Infraestructura y Vivienda -MICIVI-",Solicitud de Inventario de Numeración,https://sit.gob.gt/download/2107/otros/1iawi-pBC2TxG3NhafXyObGzq827gpG0_/CARTA%20DE%20SOLICITUD,https://tramites.gob.gt/servicio/3525/
3526,"Ministerio de Comunicaciones, Infraestructura y Vivienda -MICIVI-",Solicitud de Inscripción de Endoso de Título de Usufructo,https://sit.gob.gt/download/2107/otros/1iawi-pBC2TxG3NhafXyObGzq827gpG0_/CARTA%20DE%20SOLICITUD,https://tramites.gob.gt/servicio/3526/
3527,"Ministerio de Comunicaciones, Infraestructura y Vivienda -MICIVI-",Solicitud de Inscripción de Cancelación de Título de Usufructo,https://sit.gob.gt/download/2107/otros/1iawi-pBC2TxG3NhafXyObGzq827gpG0_/CARTA%20DE%20SOLICITUD,https://tramites.gob.gt/servicio/3527/
3528,"Ministerio de Comunicaciones, Infraestructura y Vivienda -MICIVI-",Solicitud de Prorroga del Plazo del Derecho de Usufructo,https://sit.gob.gt/registro-de-telecomunicaciones/,https://tramites.gob.gt/servicio/3528/
3529,"Ministerio de Comunicaciones, Infraestructura y Vivienda -MICIVI-",Solicitud de Inventario de Frecuencias,https://sit.gob.gt/download/2107/otros/1iawi-pBC2TxG3NhafXyObGzq827gpG0_/CARTA%20DE%20SOLICITUD,https://tramites.gob.gt/servicio/3529/
3530,"Ministerio de Comunicaciones, Infraestructura y Vivienda -MICIVI-",Solicitud de Frecuencias Radioeléctricas (EN BANDAS REGULADAS),https://sit.gob.gt/gerencia-de-frecuencias/sistemas/sistema-terrenales/,https://tramites.gob.gt/servicio/3530/
3531,"Ministerio de Comunicaciones, Infraestructura y Vivienda -MICIVI-",Solicitud de Inscripción como Proveedor de Facilidades Satelitales,https://sit.gob.gt/gerencia-de-frecuencias/sistemas/sistema-satelital/,https://tramites.gob.gt/servicio/3531/
3532,"Ministerio de Comunicaciones, Infraestructura y Vivienda -MICIVI-",Solicitud de Inscripción como Usuario de Facilidades Satelitales,https://sit.gob.gt/gerencia-de-frecuencias/sistemas/sistema-satelital/,https://tramites.gob.gt/servicio/3532/
3533,"Ministerio de Comunicaciones, Infraestructura y Vivienda -MICIVI-",Solicitud de Cancelación de Licencia como Proveedor o Usuario de Facilidades Satelitales,https://sit.gob.gt/gerencia-de-frecuencias/sistemas/sistema-satelital/,https://tramites.gob.gt/servicio/3533/
3534,"Ministerio de Comunicaciones, Infraestructura y Vivienda -MICIVI-",Solicitud de Emisión de Licencia de Servicio de Datos Satelitales (SDS),https://sit.gob.gt/gerencia-de-frecuencias/sistemas/sistema-satelital/,https://tramites.gob.gt/servicio/3534/
3535,"Ministerio de Comunicaciones, Infraestructura y Vivienda -MICIVI-",Solicitud de Emisión de Licencia de Televisión por Satélite Directa al Hogar (TSDH),https://sit.gob.gt/gerencia-de-frecuencias/sistemas/sistema-satelital/,https://tramites.gob.gt/servicio/3535/
3536,"Ministerio de Comunicaciones, Infraestructura y Vivienda -MICIVI-","Solicitud de inscripción, renovación, actualización y cancelación en el Registro de Radioaficionados / Radio Clubs en el Registro de Telecomunicaciones",https://sit.gob.gt/gerencia-de-frecuencias/espectro-radio-electrico/radioaficionados/,https://tramites.gob.gt/servicio/3536/
3537,"Ministerio de Comunicaciones, Infraestructura y Vivienda -MICIVI-",Solicitud de Nota de Dispensación de Homologación de Equipo Radioeléctrico,https://sit.gob.gt/gerencia-de-frecuencias/mas-informacion/dispensacion-de-homologacion/,https://tramites.gob.gt/servicio/3537/
3538,"Ministerio de Comunicaciones, Infraestructura y Vivienda -MICIVI-","Solicitud de Inscripción, actualización o modificación para Operadores de Redes Inalámbricas de Área Extensa Usando Baja o Muy Baja Potencia",https://sit.gob.gt/riabap/,https://tramites.gob.gt/servicio/3538/
3539,"Ministerio de Comunicaciones, Infraestructura y Vivienda -MICIVI-",Solicitud de inscripción en el Registro de Entidades Acreditadas para la Supervisión del Uso del Espectro Radioeléctrico,https://sit.gob.gt/gerencia-de-frecuencias/espectro-radio-electrico/supervision-de-espectro/,https://tramites.gob.gt/servicio/3539/
3540,"Ministerio de Comunicaciones, Infraestructura y Vivienda -MICIVI-",Solicitud o Renovación de autorización de Explotación de Estaciones Terrenas en Movimiento en Guatemala,https://sit.gob.gt/gerencia-de-frecuencias/sistemas/sistema-satelital/,https://tramites.gob.gt/servicio/3540/
3541,"Ministerio de Comunicaciones, Infraestructura y Vivienda -MICIVI-",Solicitud de Certificaciones,https://sit.gob.gt/download/2107/otros/1iawi-pBC2TxG3NhafXyObGzq827gpG0_/CARTA%20DE%20SOLICITUD,https://tramites.gob.gt/servicio/3541/
3542,Secretaría Técnica del Consejo Nacional de Seguridad -STCNS-,Solicitud de Información Pública,https://stcns.gob.gt/solicitud-de-informacion-publica/,https://tramites.gob.gt/servicio/3542/
3543,Secretaría Técnica del Consejo Nacional de Seguridad -STCNS-,Denuncias o Quejas Administrativas,https://stcns.gob.gt/denuncias-o-quejas-administrativas-3,https://tramites.gob.gt/servicio/3543/
3544,"Ministerio de Comunicaciones, Infraestructura y Vivienda -MICIVI-",Venta de productos filatélicos,https://correosytelegrafos.civ.gob.gt/tramites-en-linea/,https://tramites.gob.gt/servicio/3544/
3546,Gobernación Departamental de San Marcos,"Actas de Supervivencia únicamente en casos de IPM, INDE y Condecoraciones",https://gobernacionsanmarcos.gob.gt/wp/emision-de-actas-de-supervivencia-de-ipm-inde-y-condecoraciones/,https://tramites.gob.gt/servicio/3546/
3547,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Solicitud de Vacaciones,https://www.mspas.gob.gt/institucional/unidades-departamentos/recursos-humanos,https://tramites.gob.gt/servicio/3547/
3548,Ministerio de Salud Pública y Asistencia Social -MSPAS-,"Matrimonio Civil,",https://www.mspas.gob.gt/institucional/unidades-departamentos/recursos-humanos,https://tramites.gob.gt/servicio/3548/
3549,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Gafete de identificación,https://www.mspas.gob.gt/institucional/unidades-departamentos/recursos-humanos,https://tramites.gob.gt/servicio/3549/
3550,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Permiso,https://www.mspas.gob.gt/institucional/unidades-departamentos/recursos-humanos,https://tramites.gob.gt/servicio/3550/
3551,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Permiso laboral,https://www.mspas.gob.gt/institucional/unidades-departamentos/recursos-humanos,https://tramites.gob.gt/servicio/3551/
3552,Defensoría de la Mujer Indígena -DEMI-,Servicio Juridico,https://demi.gob.gt/simplificacion/servicios-juridicos.html,https://tramites.gob.gt/servicio/3552/
3553,Defensoría de la Mujer Indígena -DEMI-,Servicio Social,https://demi.gob.gt/simplificacion/servicios-social.html,https://tramites.gob.gt/servicio/3553/
3554,"Ministerio de Comunicaciones, Infraestructura y Vivienda -MICIVI-",Solicitud de soporte técnico para atención al usuario externo.,http://www.covial.gob.gt:1090/SICOPV1/,https://tramites.gob.gt/servicio/3554/
3555,"Ministerio de Comunicaciones, Infraestructura y Vivienda -MICIVI-",Ampliación de Cobertura (Persona Individual),http://uncosu.gob.gt/ampliacion-cobertura,https://tramites.gob.gt/servicio/3555/
3556,"Ministerio de Comunicaciones, Infraestructura y Vivienda -MICIVI-",Ampliación de Cobertura ( Persona Jurídica),http://uncosu.gob.gt/ampliacion-cobertura,https://tramites.gob.gt/servicio/3556/
3557,"Ministerio de Comunicaciones, Infraestructura y Vivienda -MICIVI-",Renovación de Licencia (Persona individual),http://uncosu.gob.gt/renovacion-licencia,https://tramites.gob.gt/servicio/3557/
3558,"Ministerio de Comunicaciones, Infraestructura y Vivienda -MICIVI-",Renovación de Licencia (Persona Jurídica),http://uncosu.gob.gt/renovacion-licencia,https://tramites.gob.gt/servicio/3558/
3559,"Ministerio de Comunicaciones, Infraestructura y Vivienda -MICIVI-",Autorización para Compra-Venta de Empresa,http://uncosu.gob.gt/compra-venta,https://tramites.gob.gt/servicio/3559/
3560,"Ministerio de Comunicaciones, Infraestructura y Vivienda -MICIVI-",Cancelación de Autorización,http://uncosu.gob.gt/cancelacion-empresa,https://tramites.gob.gt/servicio/3560/
3561,"Ministerio de Comunicaciones, Infraestructura y Vivienda -MICIVI-",Cambio de Razón Social,http://uncosu.gob.gt/cambio-razon,https://tramites.gob.gt/servicio/3561/
3562,"Ministerio de Comunicaciones, Infraestructura y Vivienda -MICIVI-",Cambio de Nombre o Propietario de empresa  (Persona Individual),http://uncosu.gob.gt/cambio-propietario,https://tramites.gob.gt/servicio/3562/
3563,"Ministerio de Comunicaciones, Infraestructura y Vivienda -MICIVI-",Cambio de Nombre o Propietario de empresa  (Persona Jurídica),http://uncosu.gob.gt/cambio-propietario,https://tramites.gob.gt/servicio/3563/
3564,"Ministerio de Comunicaciones, Infraestructura y Vivienda -MICIVI-",Solicitud de subsidio,http://fopavi.gob.gt:9590/index.php/formularios-para-tramites/,https://tramites.gob.gt/servicio/3564/
3565,"Ministerio de Comunicaciones, Infraestructura y Vivienda -MICIVI-",Solicitud de creación de código,http://fopavi.gob.gt:9590/index.php/formularios-para-tramites/,https://tramites.gob.gt/servicio/3565/
3566,"Ministerio de Comunicaciones, Infraestructura y Vivienda -MICIVI-",Solicitud de primer desembolso.,http://fopavi.gob.gt:9590/index.php/formularios-para-tramites/,https://tramites.gob.gt/servicio/3566/
3567,"Ministerio de Comunicaciones, Infraestructura y Vivienda -MICIVI-",Solicitud de segundo y/o tercer desembolso,http://fopavi.gob.gt:9590/index.php/formularios-para-tramites/,https://tramites.gob.gt/servicio/3567/
3568,"Ministerio de Comunicaciones, Infraestructura y Vivienda -MICIVI-",Solicitud de cuarto desembolso,http://fopavi.gob.gt:9590/index.php/formularios-para-tramites/,https://tramites.gob.gt/servicio/3568/
3569,"Ministerio de Comunicaciones, Infraestructura y Vivienda -MICIVI-",Solicitud de desistimiento,http://fopavi.gob.gt:9590/index.php/formularios-para-tramites/,https://tramites.gob.gt/servicio/3569/
3570,"Ministerio de Comunicaciones, Infraestructura y Vivienda -MICIVI-",Solicitud de sustitución.,http://fopavi.gob.gt:9590/index.php/formularios-para-tramites/,https://tramites.gob.gt/servicio/3570/
